edad,sexo,altura_cm,peso_kg,nivel_actividad,objetivo,calorias_diarias,proteina_g,carbohidratos_g,grasas_g
39,hombre,172.0,55.1,sedentario,subir,2123.2,159.2,212.3,70.8
22,mujer,194.6,69.4,ligero,subir,2654.0,199.0,265.4,88.5
42,mujer,173.2,85.9,moderado,mantener,2434.3,182.6,243.4,81.1
29,mujer,153.7,54.4,ligero,subir,2048.1,153.6,204.8,68.3
39,hombre,150.5,58.4,moderado,subir,2468.7,185.2,246.9,82.3
38,hombre,183.3,92.7,ligero,subir,2995.5,224.7,299.5,99.8
23,hombre,155.8,56.8,muy_intenso,subir,3120.3,234.0,312.0,104.0
23,hombre,174.9,88.2,muy_intenso,mantener,3543.7,265.8,354.4,118.1
54,hombre,191.2,95.9,ligero,mantener,2597.4,194.8,259.7,86.6
31,mujer,191.9,51.5,moderado,bajar,1667.5,125.1,166.7,55.6
29,hombre,153.4,69.7,sedentario,subir,2218.9,166.4,221.9,74.0
41,mujer,193.9,66.0,sedentario,mantener,1807.0,135.5,180.7,60.2
51,hombre,182.3,60.4,muy_intenso,bajar,2337.4,175.3,233.7,77.9
60,hombre,183.7,62.7,moderado,subir,2694.2,202.1,269.4,89.8
27,mujer,191.2,93.0,muy_intenso,subir,3875.1,290.6,387.5,129.2
40,mujer,168.4,87.7,sedentario,subir,2282.2,171.2,228.2,76.1
50,mujer,155.2,72.4,moderado,subir,2388.7,179.1,238.9,79.6
58,mujer,164.1,57.1,ligero,mantener,1575.2,118.1,157.5,52.5
55,hombre,155.6,94.9,muy_intenso,bajar,2637.8,197.8,263.8,87.9
54,hombre,160.7,57.3,ligero,subir,2204.5,165.3,220.5,73.5
62,hombre,187.6,103.1,intenso,bajar,2774.9,208.1,277.5,92.5
43,hombre,194.7,86.9,sedentario,mantener,2251.0,168.8,225.1,75.0
49,hombre,166.6,85.7,sedentario,bajar,1489.9,111.7,149.0,49.7
44,hombre,182.4,49.5,moderado,bajar,1701.0,127.6,170.1,56.7
33,mujer,152.0,99.2,sedentario,mantener,1939.2,145.4,193.9,64.6
18,mujer,172.9,53.6,ligero,bajar,1377.7,103.3,137.8,45.9
19,mujer,160.1,69.3,sedentario,bajar,1225.1,91.9,122.5,40.8
33,mujer,150.2,64.3,ligero,bajar,1226.7,92.0,122.7,40.9
63,hombre,190.3,107.3,sedentario,bajar,1842.8,138.2,184.3,61.4
65,hombre,155.5,62.8,ligero,mantener,1759.8,132.0,176.0,58.7
50,hombre,170.2,58.4,ligero,subir,2328.8,174.7,232.9,77.6
27,hombre,181.0,51.0,sedentario,mantener,1813.5,136.0,181.4,60.4
50,mujer,186.8,68.5,ligero,bajar,1482.1,111.2,148.2,49.4
57,mujer,188.9,66.9,sedentario,bajar,1200,90.0,120.0,40.0
37,mujer,182.8,59.7,ligero,mantener,1916.1,143.7,191.6,63.9
40,hombre,190.1,63.1,moderado,bajar,2017.4,151.3,201.7,67.2
44,mujer,194.5,78.3,intenso,bajar,2290.4,171.8,229.0,76.3
54,hombre,170.6,47.8,moderado,mantener,1982.8,148.7,198.3,66.1
48,mujer,176.8,100.8,moderado,subir,3053.6,229.0,305.4,101.8
25,mujer,176.1,107.8,sedentario,mantener,2271.2,170.3,227.1,75.7
47,hombre,194.5,109.3,moderado,bajar,2721.9,204.1,272.2,90.7
60,mujer,189.4,98.7,ligero,mantener,2350.9,176.3,235.1,78.4
61,mujer,180.7,93.8,sedentario,bajar,1421.6,106.6,142.2,47.4
35,mujer,176.1,56.5,muy_intenso,mantener,2526.3,189.5,252.6,84.2
50,mujer,170.1,100.8,ligero,subir,2682.7,201.2,268.3,89.4
29,hombre,165.3,108.7,sedentario,mantener,2376.2,178.2,237.6,79.2
26,hombre,180.3,87.1,ligero,bajar,2075.2,155.6,207.5,69.2
53,hombre,193.3,56.4,muy_intenso,mantener,2873.0,215.5,287.3,95.8
41,hombre,179.3,46.4,ligero,subir,2303.9,172.8,230.4,76.8
34,mujer,183.4,98.4,sedentario,subir,2559.1,191.9,255.9,85.3
24,hombre,170.2,94.0,moderado,bajar,2427.6,182.1,242.8,80.9
39,mujer,157.3,93.8,moderado,subir,2825.9,211.9,282.6,94.2
34,hombre,167.5,57.2,intenso,bajar,2007.9,150.6,200.8,66.9
37,hombre,167.6,108.6,sedentario,bajar,1844.2,138.3,184.4,61.5
30,hombre,172.7,95.0,ligero,subir,2991.0,224.3,299.1,99.7
53,mujer,187.3,105.0,ligero,bajar,1967.6,147.6,196.8,65.6
37,hombre,185.7,108.8,moderado,bajar,2706.4,203.0,270.6,90.2
21,hombre,176.2,68.1,ligero,subir,2713.1,203.5,271.3,90.4
62,mujer,172.6,74.9,intenso,subir,2740.4,205.5,274.0,91.3
63,mujer,178.5,95.9,moderado,bajar,1977.9,148.3,197.8,65.9
40,hombre,152.5,104.1,sedentario,mantener,2158.9,161.9,215.9,72.0
62,mujer,175.3,65.0,ligero,subir,2152.6,161.4,215.3,71.8
55,hombre,172.8,77.9,sedentario,subir,2306.8,173.0,230.7,76.9
46,mujer,157.1,95.7,sedentario,subir,2257.4,169.3,225.7,75.2
57,mujer,160.5,101.7,sedentario,mantener,1888.9,141.7,188.9,63.0
38,hombre,161.7,77.8,muy_intenso,mantener,3046.9,228.5,304.7,101.6
41,hombre,166.2,76.2,sedentario,mantener,1920.9,144.1,192.1,64.0
18,hombre,165.7,48.7,moderado,mantener,2228.3,167.1,222.8,74.3
50,hombre,178.3,59.4,moderado,bajar,1768.2,132.6,176.8,58.9
18,hombre,184.6,85.8,intenso,mantener,3323.6,249.3,332.4,110.8
35,hombre,171.2,70.5,ligero,subir,2606.9,195.5,260.7,86.9
21,hombre,150.4,96.3,muy_intenso,bajar,2925.7,219.4,292.6,97.5
49,mujer,192.5,70.3,moderado,mantener,2325.2,174.4,232.5,77.5
28,hombre,180.0,73.1,moderado,subir,3067.6,230.1,306.8,102.3
26,mujer,181.3,80.0,intenso,bajar,2332.7,174.9,233.3,77.8
57,hombre,164.2,97.0,sedentario,bajar,1559.5,117.0,156.0,52.0
61,hombre,164.5,55.8,muy_intenso,subir,2843.6,213.3,284.4,94.8
52,mujer,172.2,46.6,muy_intenso,mantener,2130.4,159.8,213.0,71.0
28,hombre,175.7,81.1,muy_intenso,bajar,2870.8,215.3,287.1,95.7
39,mujer,174.2,51.9,moderado,bajar,1440.2,108.0,144.0,48.0
28,mujer,161.8,52.2,intenso,bajar,1625.6,121.9,162.6,54.2
60,mujer,151.1,67.2,ligero,subir,1988.6,149.1,198.9,66.3
51,mujer,182.3,53.5,muy_intenso,mantener,2390.9,179.3,239.1,79.7
21,mujer,174.4,92.0,sedentario,bajar,1592.8,119.5,159.3,53.1
31,mujer,194.9,67.6,intenso,bajar,2222.3,166.7,222.2,74.1
35,mujer,152.6,104.2,sedentario,mantener,1991.7,149.4,199.2,66.4
41,mujer,172.8,96.5,ligero,subir,2708.6,203.1,270.9,90.3
50,mujer,186.8,86.1,ligero,mantener,2224.1,166.8,222.4,74.1
35,mujer,162.4,64.3,sedentario,subir,1986.4,149.0,198.6,66.2
23,hombre,155.1,92.0,moderado,mantener,2758.0,206.9,275.8,91.9
53,hombre,152.4,90.7,sedentario,subir,2319.4,174.0,231.9,77.3
42,hombre,190.2,77.5,ligero,mantener,2418.3,181.4,241.8,80.6
60,mujer,168.5,86.7,intenso,bajar,2017.0,151.3,201.7,67.2
62,hombre,167.5,71.9,ligero,subir,2408.7,180.7,240.9,80.3
41,mujer,194.1,85.3,sedentario,mantener,2040.1,153.0,204.0,68.0
58,mujer,156.9,46.8,intenso,subir,2120.9,159.1,212.1,70.7
53,mujer,166.6,51.0,moderado,mantener,1744.1,130.8,174.4,58.1
26,hombre,175.7,106.6,sedentario,bajar,1946.9,146.0,194.7,64.9
44,hombre,162.5,86.8,intenso,subir,3278.4,245.9,327.8,109.3
39,hombre,152.2,62.9,moderado,bajar,1654.9,124.1,165.5,55.2
19,mujer,162.2,79.5,sedentario,subir,2263.3,169.7,226.3,75.4
53,hombre,171.8,58.8,intenso,mantener,2418.0,181.4,241.8,80.6
20,hombre,192.5,88.7,ligero,subir,3143.3,235.7,314.3,104.8
44,hombre,165.4,101.0,moderado,mantener,2834.6,212.6,283.5,94.5
47,hombre,178.0,97.0,muy_intenso,subir,3919.8,294.0,392.0,130.7
58,hombre,165.4,94.9,muy_intenso,subir,3625.7,271.9,362.6,120.9
59,mujer,158.4,56.4,muy_intenso,mantener,2086.2,156.5,208.6,69.5
55,mujer,156.2,89.5,muy_intenso,mantener,2727.0,204.5,272.7,90.9
28,mujer,155.1,66.4,ligero,mantener,1832.0,137.4,183.2,61.1
28,hombre,154.9,61.1,intenso,bajar,1991.1,149.3,199.1,66.4
32,hombre,167.0,89.4,intenso,bajar,2575.2,193.1,257.5,85.8
29,mujer,180.6,100.2,intenso,mantener,3147.7,236.1,314.8,104.9
58,mujer,172.5,106.5,moderado,subir,3022.8,226.7,302.3,100.8
35,hombre,187.2,95.5,sedentario,subir,2746.0,205.9,274.6,91.5
26,hombre,183.0,59.3,muy_intenso,mantener,3062.3,229.7,306.2,102.1
56,mujer,150.9,73.5,intenso,bajar,1634.0,122.6,163.4,54.5
55,hombre,152.9,57.1,intenso,subir,2567.7,192.6,256.8,85.6
58,hombre,155.5,64.2,intenso,mantener,2292.3,171.9,229.2,76.4
38,mujer,189.4,71.6,moderado,bajar,1900.6,142.5,190.1,63.4
56,hombre,181.2,58.2,muy_intenso,mantener,2735.0,205.1,273.5,91.2
61,hombre,157.3,66.8,intenso,bajar,1830.7,137.3,183.1,61.0
62,mujer,189.9,58.0,muy_intenso,mantener,2462.2,184.7,246.2,82.1
64,mujer,163.1,62.2,moderado,subir,2198.6,164.9,219.9,73.3
44,mujer,184.5,46.5,moderado,bajar,1417.5,106.3,141.8,47.3
30,hombre,187.6,65.6,intenso,bajar,2404.0,180.3,240.4,80.1
48,hombre,186.2,62.8,ligero,bajar,1640.5,123.0,164.1,54.7
22,mujer,174.6,57.0,muy_intenso,mantener,2641.5,198.1,264.1,88.0
43,mujer,177.0,48.7,sedentario,bajar,1200,90.0,120.0,40.0
63,mujer,189.5,87.2,intenso,mantener,2726.1,204.5,272.6,90.9
31,mujer,182.4,83.5,sedentario,subir,2390.8,179.3,239.1,79.7
42,hombre,187.4,58.1,moderado,subir,2798.2,209.9,279.8,93.3
25,mujer,191.2,106.8,sedentario,mantener,2372.4,177.9,237.2,79.1
63,mujer,189.1,55.0,sedentario,mantener,1507.0,113.0,150.7,50.2
38,hombre,188.2,104.9,muy_intenso,bajar,3376.5,253.2,337.6,112.5
48,hombre,179.2,65.0,muy_intenso,subir,3316.5,248.7,331.7,110.5
46,mujer,181.4,62.1,muy_intenso,mantener,2591.1,194.3,259.1,86.4
56,mujer,185.7,97.2,intenso,subir,3318.1,248.9,331.8,110.6
48,hombre,150.3,89.0,ligero,bajar,1692.3,126.9,169.2,56.4
62,hombre,156.3,104.0,ligero,bajar,1853.8,139.0,185.4,61.8
32,hombre,178.8,64.8,sedentario,mantener,1932.6,144.9,193.3,64.4
63,mujer,194.3,64.7,muy_intenso,subir,3032.2,227.4,303.2,101.1
37,hombre,166.2,64.8,intenso,bajar,2099.1,157.4,209.9,70.0
22,hombre,184.5,67.8,sedentario,subir,2471.3,185.4,247.1,82.4
36,hombre,171.9,51.8,ligero,bajar,1448.9,108.7,144.9,48.3
59,hombre,157.7,45.4,sedentario,subir,1779.5,133.5,178.0,59.3
64,hombre,190.1,68.7,ligero,bajar,1645.2,123.4,164.5,54.8
47,hombre,186.8,79.0,sedentario,mantener,2073.0,155.5,207.3,69.1
34,hombre,161.5,106.8,moderado,subir,3364.2,252.3,336.4,112.1
18,hombre,177.5,95.2,muy_intenso,bajar,3255.1,244.1,325.5,108.5
64,mujer,151.9,84.2,sedentario,subir,1972.5,147.9,197.2,65.7
19,mujer,150.9,45.4,intenso,bajar,1468.4,110.1,146.8,48.9
26,mujer,188.1,50.6,ligero,subir,2312.1,173.4,231.2,77.1
53,hombre,180.4,79.5,intenso,bajar,2367.8,177.6,236.8,78.9
63,hombre,190.6,86.7,muy_intenso,mantener,3321.7,249.1,332.2,110.7
28,hombre,172.0,75.9,ligero,subir,2736.1,205.2,273.6,91.2
32,hombre,171.6,82.2,ligero,mantener,2391.8,179.4,239.2,79.7
51,mujer,163.2,63.7,ligero,bajar,1206.4,90.5,120.6,40.2
39,mujer,161.6,102.3,ligero,bajar,1805.9,135.4,180.6,60.2
47,hombre,159.8,96.0,ligero,bajar,1877.0,140.8,187.7,62.6
34,hombre,174.1,79.2,moderado,subir,3058.4,229.4,305.8,101.9
41,hombre,180.7,100.7,intenso,mantener,3340.2,250.5,334.0,111.3
31,hombre,155.4,98.3,moderado,mantener,2796.6,209.7,279.7,93.2
63,mujer,157.6,93.1,ligero,bajar,1480.0,111.0,148.0,49.3
41,mujer,177.9,88.5,moderado,mantener,2527.9,189.6,252.8,84.3
61,hombre,151.6,104.9,ligero,subir,2732.7,205.0,273.3,91.1
44,mujer,163.4,81.7,intenso,subir,2913.8,218.5,291.4,97.1
62,mujer,185.8,104.3,sedentario,subir,2479.9,186.0,248.0,82.7
46,hombre,186.3,80.6,muy_intenso,subir,3716.2,278.7,371.6,123.9
54,mujer,152.6,98.2,moderado,mantener,2332.4,174.9,233.2,77.7
56,hombre,180.0,48.8,sedentario,subir,2005.6,150.4,200.6,66.9
45,hombre,163.1,109.7,ligero,bajar,2107.5,158.1,210.8,70.3
19,mujer,150.1,74.3,ligero,mantener,1959.5,147.0,196.0,65.3
55,hombre,157.9,102.0,intenso,mantener,2996.1,224.7,299.6,99.9
47,mujer,171.7,90.4,moderado,subir,2850.7,213.8,285.1,95.0
46,hombre,190.2,68.9,sedentario,mantener,1983.3,148.7,198.3,66.1
56,mujer,157.9,88.3,sedentario,subir,2114.6,158.6,211.5,70.5
37,mujer,162.3,90.9,moderado,mantener,2444.9,183.4,244.5,81.5
43,mujer,156.3,104.1,sedentario,subir,2370.2,177.8,237.0,79.0
25,mujer,194.4,95.6,sedentario,mantener,2262.0,169.7,226.2,75.4
48,hombre,188.4,68.6,ligero,subir,2639.2,197.9,263.9,88.0
51,hombre,190.7,96.2,moderado,mantener,2951.0,221.3,295.1,98.4
54,mujer,191.6,72.8,sedentario,bajar,1293.4,97.0,129.3,43.1
25,hombre,187.9,58.1,muy_intenso,bajar,2607.2,195.5,260.7,86.9
31,hombre,155.4,74.2,moderado,subir,2823.0,211.7,282.3,94.1
45,mujer,178.3,82.8,muy_intenso,subir,3357.1,251.8,335.7,111.9
49,hombre,157.2,107.7,sedentario,mantener,2183.4,163.8,218.3,72.8
51,mujer,183.6,108.1,muy_intenso,mantener,3443.8,258.3,344.4,114.8
58,hombre,155.3,47.3,muy_intenso,subir,2601.4,195.1,260.1,86.7
39,mujer,180.6,101.9,ligero,subir,2863.7,214.8,286.4,95.5
61,hombre,173.3,65.8,muy_intenso,bajar,2238.1,167.9,223.8,74.6
40,mujer,190.3,45.8,intenso,bajar,1719.0,128.9,171.9,57.3
62,mujer,154.9,70.8,muy_intenso,bajar,1789.7,134.2,179.0,59.7
60,mujer,177.9,67.3,sedentario,subir,1988.6,149.1,198.9,66.3
64,mujer,153.1,58.5,moderado,subir,2044.4,153.3,204.4,68.1
26,hombre,160.7,81.6,intenso,subir,3324.5,249.3,332.5,110.8
26,hombre,171.7,57.3,moderado,mantener,2357.7,176.8,235.8,78.6
29,hombre,178.2,49.8,moderado,bajar,1781.2,133.6,178.1,59.4
25,mujer,183.1,60.4,moderado,bajar,1766.7,132.5,176.7,58.9
64,mujer,174.3,98.4,intenso,bajar,2246.8,168.5,224.7,74.9
27,mujer,183.3,81.6,sedentario,bajar,1498.8,112.4,149.9,50.0
63,hombre,163.7,77.0,intenso,bajar,2058.4,154.4,205.8,68.6
57,mujer,177.9,93.4,moderado,bajar,1979.8,148.5,198.0,66.0
30,mujer,152.2,90.4,ligero,bajar,1623.3,121.8,162.3,54.1
20,mujer,150.7,102.8,muy_intenso,bajar,2746.9,206.0,274.7,91.6
58,hombre,185.6,106.2,moderado,bajar,2502.3,187.7,250.2,83.4
23,hombre,193.0,47.3,moderado,bajar,1932.3,144.9,193.2,64.4
45,mujer,166.8,96.1,sedentario,bajar,1441.0,108.1,144.1,48.0
51,hombre,151.0,94.1,muy_intenso,mantener,3106.0,233.0,310.6,103.5
22,hombre,189.1,53.7,moderado,bajar,2001.5,150.1,200.2,66.7
35,mujer,150.6,60.3,muy_intenso,subir,2695.7,202.2,269.6,89.9
47,hombre,166.3,60.5,moderado,mantener,2192.3,164.4,219.2,73.1
58,hombre,157.1,83.3,sedentario,subir,2235.8,167.7,223.6,74.5
35,hombre,153.8,67.4,moderado,subir,2671.1,200.3,267.1,89.0
24,hombre,165.8,50.5,muy_intenso,subir,3109.9,233.2,311.0,103.7
38,mujer,188.0,67.7,moderado,bajar,1826.6,137.0,182.7,60.9
22,mujer,177.5,105.7,sedentario,bajar,1774.4,133.1,177.4,59.1
22,hombre,181.2,62.8,intenso,subir,3255.7,244.2,325.6,108.5
55,hombre,170.7,78.8,moderado,bajar,1956.6,146.7,195.7,65.2
27,hombre,182.0,57.5,ligero,mantener,2175.9,163.2,217.6,72.5
27,hombre,152.1,84.2,ligero,subir,2686.1,201.5,268.6,89.5
62,hombre,163.3,86.5,muy_intenso,mantener,3003.2,225.2,300.3,100.1
48,mujer,193.8,104.4,sedentario,bajar,1725.1,129.4,172.5,57.5
40,hombre,182.5,64.4,ligero,subir,2585.7,193.9,258.6,86.2
39,hombre,183.2,53.0,ligero,subir,2441.9,183.1,244.2,81.4
63,mujer,176.9,58.9,ligero,bajar,1200,90.0,120.0,40.0
28,hombre,164.7,98.5,intenso,subir,3641.9,273.1,364.2,121.4
30,hombre,194.2,94.6,ligero,subir,3170.3,237.8,317.0,105.7
29,hombre,152.0,73.2,intenso,subir,3060.0,229.5,306.0,102.0
54,hombre,179.5,74.9,muy_intenso,mantener,3051.2,228.8,305.1,101.7
56,mujer,172.2,67.5,ligero,bajar,1301.6,97.6,130.2,43.4
24,hombre,160.9,58.5,intenso,bajar,2045.5,153.4,204.5,68.2
21,hombre,173.7,106.0,moderado,mantener,3170.7,237.8,317.1,105.7
30,hombre,180.0,60.0,ligero,mantener,2172.5,162.9,217.2,72.4
34,mujer,150.1,46.6,moderado,subir,2063.3,154.8,206.3,68.8
52,hombre,183.1,68.0,muy_intenso,mantener,2981.8,223.6,298.2,99.4
42,mujer,194.0,58.9,moderado,bajar,1717.3,128.8,171.7,57.2
47,mujer,188.3,103.8,muy_intenso,mantener,3455.9,259.2,345.6,115.2
57,mujer,156.4,75.5,sedentario,bajar,1200,90.0,120.0,40.0
22,mujer,173.4,89.8,intenso,mantener,2951.0,221.3,295.1,98.4
21,mujer,192.4,76.6,moderado,subir,3038.9,227.9,303.9,101.3
30,mujer,150.7,65.8,intenso,mantener,2223.3,166.7,222.3,74.1
23,mujer,181.3,82.6,ligero,bajar,1814.3,136.1,181.4,60.5
39,hombre,152.7,57.4,sedentario,subir,2006.0,150.5,200.6,66.9
30,hombre,194.4,96.5,muy_intenso,subir,4266.5,320.0,426.7,142.2
27,mujer,159.1,48.8,moderado,bajar,1338.9,100.4,133.9,44.6
45,hombre,158.8,70.8,sedentario,bajar,1276.6,95.7,127.7,42.6
35,mujer,190.1,74.2,sedentario,mantener,1912.9,143.5,191.3,63.8
30,hombre,155.9,108.7,ligero,subir,3035.0,227.6,303.5,101.2
38,hombre,164.5,49.1,moderado,mantener,2067.9,155.1,206.8,68.9
21,mujer,179.5,61.7,muy_intenso,subir,3198.5,239.9,319.8,106.6
53,mujer,166.5,86.4,ligero,mantener,2033.1,152.5,203.3,67.8
20,hombre,180.9,86.5,ligero,mantener,2613.4,196.0,261.3,87.1
53,mujer,151.1,88.1,muy_intenso,mantener,2658.8,199.4,265.9,88.6
19,hombre,167.5,76.8,intenso,bajar,2475.4,185.7,247.5,82.5
39,mujer,174.2,92.4,muy_intenso,subir,3547.8,266.1,354.8,118.3
24,mujer,183.0,83.4,intenso,bajar,2426.9,182.0,242.7,80.9
55,mujer,156.2,59.7,sedentario,mantener,1364.7,102.4,136.5,45.5
48,hombre,189.1,87.0,intenso,bajar,2634.1,197.6,263.4,87.8
60,hombre,194.8,57.7,moderado,bajar,1824.2,136.8,182.4,60.8
23,mujer,190.8,103.4,moderado,subir,3423.3,256.7,342.3,114.1
29,mujer,170.7,65.6,ligero,subir,2348.2,176.1,234.8,78.3
25,hombre,180.4,82.0,moderado,subir,3232.6,242.4,323.3,107.8
25,hombre,152.6,90.8,muy_intenso,subir,3709.3,278.2,370.9,123.6
22,hombre,192.5,60.6,ligero,mantener,2343.2,175.7,234.3,78.1
61,hombre,187.9,66.2,sedentario,bajar,1343.6,100.8,134.4,44.8
24,hombre,150.1,70.7,muy_intenso,mantener,2907.2,218.0,290.7,96.9
57,hombre,158.2,72.5,intenso,mantener,2473.2,185.5,247.3,82.4
55,mujer,170.5,48.9,muy_intenso,subir,2525.4,189.4,252.5,84.2
23,hombre,173.3,63.9,moderado,subir,2898.8,217.4,289.9,96.6
61,hombre,157.0,67.5,muy_intenso,subir,2976.9,223.3,297.7,99.2
31,hombre,154.9,75.1,muy_intenso,subir,3381.3,253.6,338.1,112.7
46,hombre,160.5,108.0,sedentario,subir,2629.8,197.2,263.0,87.7
23,mujer,158.1,48.7,muy_intenso,subir,2678.3,200.9,267.8,89.3
49,hombre,180.5,86.1,moderado,bajar,2211.1,165.8,221.1,73.7
63,hombre,155.0,60.4,sedentario,mantener,1515.3,113.6,151.5,50.5
40,hombre,162.0,88.6,sedentario,bajar,1544.2,115.8,154.4,51.5
23,mujer,175.3,84.6,ligero,subir,2690.2,201.8,269.0,89.7
25,hombre,179.5,79.9,moderado,bajar,2291.4,171.9,229.1,76.4
27,mujer,157.5,86.9,moderado,mantener,2413.9,181.0,241.4,80.5
35,mujer,159.5,80.7,moderado,bajar,1775.2,133.1,177.5,59.2
43,mujer,183.2,109.9,muy_intenso,mantener,3549.2,266.2,354.9,118.3
27,mujer,154.5,47.7,ligero,subir,1976.6,148.2,197.7,65.9
35,hombre,169.6,59.5,sedentario,mantener,1782.0,133.7,178.2,59.4
63,hombre,163.8,107.7,moderado,bajar,2275.7,170.7,227.6,75.9
59,mujer,182.3,51.8,intenso,bajar,1572.4,117.9,157.2,52.4
28,hombre,186.0,46.8,muy_intenso,mantener,2841.4,213.1,284.1,94.7
35,hombre,166.8,69.5,moderado,subir,2829.6,212.2,283.0,94.3
63,mujer,189.8,98.7,moderado,mantener,2630.7,197.3,263.1,87.7
37,hombre,164.3,87.3,moderado,mantener,2665.8,199.9,266.6,88.9
52,hombre,190.8,79.2,moderado,mantener,2680.7,201.1,268.1,89.4
28,mujer,172.7,104.4,intenso,mantener,3143.6,235.8,314.4,104.8
60,hombre,179.3,83.7,moderado,subir,2977.1,223.3,297.7,99.2
42,hombre,170.6,87.7,moderado,bajar,2194.3,164.6,219.4,73.1
44,mujer,178.1,46.3,intenso,subir,2461.6,184.6,246.2,82.1
44,mujer,178.0,86.3,sedentario,subir,2313.4,173.5,231.3,77.1
44,mujer,182.4,108.6,muy_intenso,bajar,3005.5,225.4,300.6,100.2
47,mujer,160.5,46.1,muy_intenso,subir,2429.4,182.2,242.9,81.0
44,hombre,176.6,57.4,moderado,subir,2667.3,200.0,266.7,88.9
32,mujer,172.5,94.0,intenso,mantener,2927.5,219.6,292.8,97.6
20,mujer,153.0,84.2,muy_intenso,mantener,2920.8,219.1,292.1,97.4
37,hombre,166.0,64.7,muy_intenso,subir,3258.5,244.4,325.9,108.6
57,hombre,172.5,106.4,moderado,mantener,2886.3,216.5,288.6,96.2
38,mujer,156.6,87.2,sedentario,mantener,1799.7,135.0,180.0,60.0
27,hombre,188.7,65.5,moderado,bajar,2141.8,160.6,214.2,71.4
40,hombre,155.7,62.6,ligero,subir,2330.7,174.8,233.1,77.7
40,mujer,190.6,87.2,sedentario,mantener,2042.7,153.2,204.3,68.1
33,mujer,188.8,97.1,muy_intenso,bajar,2967.5,222.6,296.8,98.9
48,mujer,170.1,55.5,sedentario,subir,1860.5,139.5,186.1,62.0
62,mujer,165.6,73.8,ligero,bajar,1290.2,96.8,129.0,43.0
53,hombre,185.6,72.1,intenso,subir,3196.2,239.7,319.6,106.5
54,mujer,165.2,55.7,intenso,subir,2398.4,179.9,239.8,79.9
44,hombre,183.7,57.8,moderado,bajar,1842.2,138.2,184.2,61.4
42,hombre,179.9,60.2,sedentario,mantener,1825.6,136.9,182.6,60.9
47,hombre,158.1,88.7,sedentario,mantener,1974.1,148.1,197.4,65.8
56,hombre,172.9,52.8,sedentario,bajar,1200,90.0,120.0,40.0
20,hombre,177.1,100.1,intenso,mantener,3472.2,260.4,347.2,115.7
40,hombre,177.6,56.4,ligero,subir,2433.6,182.5,243.4,81.1
28,hombre,189.3,62.6,intenso,subir,3287.9,246.6,328.8,109.6
64,hombre,173.4,78.1,ligero,bajar,1630.9,122.3,163.1,54.4
28,hombre,184.5,80.6,ligero,bajar,2008.2,150.6,200.8,66.9
59,hombre,180.1,100.6,sedentario,bajar,1709.9,128.2,171.0,57.0
51,mujer,189.2,104.4,muy_intenso,subir,3839.9,288.0,384.0,128.0
53,mujer,188.4,91.4,sedentario,mantener,1998.6,149.9,199.9,66.6
39,hombre,190.8,85.3,intenso,subir,3600.7,270.1,360.1,120.0
41,mujer,172.3,72.6,sedentario,bajar,1224.2,91.8,122.4,40.8
58,hombre,188.4,80.7,muy_intenso,bajar,2729.0,204.7,272.9,91.0
53,hombre,188.3,61.4,ligero,bajar,1605.0,120.4,160.5,53.5
38,mujer,180.0,94.4,ligero,mantener,2362.2,177.2,236.2,78.7
59,mujer,171.8,72.6,sedentario,mantener,1612.5,120.9,161.2,53.8
48,mujer,151.1,104.8,sedentario,subir,2309.6,173.2,231.0,77.0
54,hombre,166.6,47.6,ligero,mantener,1721.8,129.1,172.2,57.4
31,mujer,164.2,99.1,sedentario,subir,2441.5,183.1,244.2,81.4
57,hombre,189.6,62.1,ligero,subir,2498.2,187.4,249.8,83.3
30,hombre,169.4,92.2,muy_intenso,subir,3887.9,291.6,388.8,129.6
33,hombre,173.7,59.4,sedentario,subir,2223.6,166.8,222.4,74.1
18,hombre,165.5,105.4,moderado,subir,3505.2,262.9,350.5,116.8
55,mujer,177.1,50.6,sedentario,mantener,1412.2,105.9,141.2,47.1
40,hombre,160.5,51.5,moderado,subir,2450.8,183.8,245.1,81.7
54,mujer,194.6,88.6,muy_intenso,mantener,3175.4,238.2,317.5,105.8
58,mujer,162.7,73.7,intenso,bajar,1747.5,131.1,174.7,58.2
45,hombre,182.0,90.6,muy_intenso,mantener,3464.6,259.8,346.5,115.5
55,hombre,166.6,108.6,moderado,bajar,2378.7,178.4,237.9,79.3
44,mujer,168.8,52.5,sedentario,subir,1838.8,137.9,183.9,61.3
60,hombre,179.4,77.9,ligero,mantener,2207.2,165.5,220.7,73.6
21,hombre,155.8,64.1,moderado,subir,2747.9,206.1,274.8,91.6
44,hombre,154.2,48.3,intenso,subir,2524.8,189.4,252.5,84.2
28,hombre,189.2,62.0,intenso,subir,3276.4,245.7,327.6,109.2
27,mujer,186.4,103.7,intenso,mantener,3287.9,246.6,328.8,109.6
37,mujer,192.7,109.1,muy_intenso,mantener,3703.8,277.8,370.4,123.5
43,hombre,190.4,65.0,ligero,mantener,2241.2,168.1,224.1,74.7
33,mujer,190.4,100.0,ligero,mantener,2563.0,192.2,256.3,85.4
51,hombre,183.3,68.0,moderado,subir,2842.2,213.2,284.2,94.7
55,hombre,153.2,97.6,intenso,subir,3269.5,245.2,327.0,109.0
